"16/03/2022, 22:35:49, ",79,16,7,176
"16/03/2022, 22:35:49, ",140,146,141,114
"16/03/2022, 22:35:49, ",126,28,1,18
"16/03/2022, 22:35:49, ",0,35,107,152
"16/03/2022, 22:35:50, ",186,79,42,149
"16/03/2022, 22:35:50, ",190,148,104,31
"16/03/2022, 22:35:50, ",190,58,37,31
"16/03/2022, 22:35:50, ",118,31,114,74
"16/03/2022, 22:35:51, ",197,132,138,166
"16/03/2022, 22:35:51, ",144,172,164,23
"16/03/2022, 22:35:51, ",97,68,0,89
"16/03/2022, 22:35:51, ",142,100,46,173
"16/03/2022, 22:35:52, ",60,178,26,182
"16/03/2022, 22:35:52, ",2,45,66,75
"16/03/2022, 22:35:52, ",80,132,150,129
"16/03/2022, 22:35:52, ",180,104,14,146
"16/03/2022, 22:35:53, ",168,135,33,73
"16/03/2022, 22:35:53, ",180,96,1,177
"16/03/2022, 22:35:53, ",134,99,119,7
"16/03/2022, 22:35:53, ",108,16,107,162
"16/03/2022, 22:35:54, ",50,25,102,44
"16/03/2022, 22:35:54, ",115,49,172,114
"16/03/2022, 22:35:54, ",1,118,181,11
"16/03/2022, 22:35:54, ",144,199,25,57
