"16/03/2022, 23:06:55, ",31,93,143,23
"16/03/2022, 23:06:55, ",1,198,26,17
"16/03/2022, 23:06:55, ",7,191,36,24
"16/03/2022, 23:06:55, ",0,118,176,5
"16/03/2022, 23:06:56, ",12,183,147,37
"16/03/2022, 23:06:56, ",35,11,81,33
"16/03/2022, 23:06:56, ",45,211,60,35
"16/03/2022, 23:06:56, ",34,164,45,13
"16/03/2022, 23:06:57, ",10,185,124,14
"16/03/2022, 23:06:57, ",42,120,79,35
"16/03/2022, 23:06:57, ",7,247,168,46
"16/03/2022, 23:06:57, ",41,224,123,29
"16/03/2022, 23:06:58, ",13,26,21,38
"16/03/2022, 23:06:58, ",46,143,81,36
"16/03/2022, 23:06:58, ",42,47,78,11
"16/03/2022, 23:06:58, ",40,143,70,36
"16/03/2022, 23:06:59, ",11,82,75,18
"16/03/2022, 23:06:59, ",42,92,194,36
"16/03/2022, 23:06:59, ",42,167,157,9
"16/03/2022, 23:06:59, ",49,64,136,33
"16/03/2022, 23:07:00, ",46,72,118,25
"16/03/2022, 23:07:00, ",6,180,124,11
"16/03/2022, 23:07:00, ",49,162,130,37
"16/03/2022, 23:07:00, ",12,226,9,49
"16/03/2022, 23:07:01, ",0,225,154,6
"16/03/2022, 23:07:01, ",8,101,177,13
"16/03/2022, 23:07:01, ",24,71,12,3
"16/03/2022, 23:07:01, ",48,26,81,6
"16/03/2022, 23:07:02, ",20,46,88,47
"16/03/2022, 23:07:02, ",31,247,2,46
"16/03/2022, 23:07:02, ",30,60,86,19
"16/03/2022, 23:07:02, ",18,101,136,0
"16/03/2022, 23:07:03, ",32,42,47,21
"16/03/2022, 23:07:03, ",48,177,124,1
"16/03/2022, 23:07:03, ",39,242,99,36
"16/03/2022, 23:07:03, ",12,202,40,47
"16/03/2022, 23:07:04, ",16,14,59,45
"16/03/2022, 23:07:04, ",4,124,109,29
"16/03/2022, 23:07:04, ",15,175,181,12
"16/03/2022, 23:07:04, ",4,241,23,49
"16/03/2022, 23:07:05, ",21,48,115,28
"16/03/2022, 23:07:05, ",9,238,165,43
"16/03/2022, 23:07:05, ",47,244,106,45
"16/03/2022, 23:07:05, ",6,34,167,14
"16/03/2022, 23:07:06, ",41,191,181,26
"16/03/2022, 23:07:06, ",42,62,48,18
"16/03/2022, 23:07:06, ",46,93,154,35
"16/03/2022, 23:07:06, ",27,210,196,19
"16/03/2022, 23:07:07, ",13,14,6,18
"16/03/2022, 23:07:07, ",14,224,68,14
"16/03/2022, 23:07:07, ",32,247,168,35
"16/03/2022, 23:07:07, ",10,185,49,28
"16/03/2022, 23:07:08, ",24,249,46,22
"16/03/2022, 23:07:08, ",16,15,80,13
"16/03/2022, 23:07:08, ",22,221,123,37
"16/03/2022, 23:07:08, ",7,19,180,49
"16/03/2022, 23:07:09, ",45,32,42,24
"16/03/2022, 23:07:09, ",0,88,40,24
"16/03/2022, 23:07:09, ",29,45,133,4
"16/03/2022, 23:07:09, ",2,207,126,13
"16/03/2022, 23:07:10, ",22,229,169,27
"16/03/2022, 23:07:10, ",36,112,101,48
"16/03/2022, 23:07:10, ",40,61,40,3
"16/03/2022, 23:07:10, ",18,99,164,28
"16/03/2022, 23:07:11, ",26,176,74,2
"16/03/2022, 23:07:11, ",34,37,2,20
"16/03/2022, 23:07:11, ",8,33,26,45
"16/03/2022, 23:07:11, ",43,23,62,38
"16/03/2022, 23:07:12, ",29,175,45,34
"16/03/2022, 23:07:12, ",2,216,84,41
"16/03/2022, 23:07:12, ",12,216,91,40
"16/03/2022, 23:07:12, ",12,237,126,16
"16/03/2022, 23:07:13, ",34,226,37,6
"16/03/2022, 23:07:13, ",10,193,180,20
"16/03/2022, 23:07:13, ",0,38,45,23
"16/03/2022, 23:07:13, ",33,94,120,12
"16/03/2022, 23:07:14, ",33,21,51,3
"16/03/2022, 23:07:14, ",6,153,72,1
"16/03/2022, 23:07:14, ",9,154,5,22
"16/03/2022, 23:07:14, ",13,118,149,50
"16/03/2022, 23:07:15, ",48,227,88,0
"16/03/2022, 23:07:15, ",31,62,87,10
"16/03/2022, 23:07:15, ",38,0,143,3
"16/03/2022, 23:07:15, ",1,61,6,5
"16/03/2022, 23:07:16, ",8,102,80,14
"16/03/2022, 23:07:16, ",25,129,129,13
"16/03/2022, 23:07:16, ",10,226,182,20
"16/03/2022, 23:07:16, ",19,128,79,42
"16/03/2022, 23:07:17, ",30,57,162,17
"16/03/2022, 23:07:17, ",37,226,157,39
"16/03/2022, 23:07:17, ",31,93,119,28
"16/03/2022, 23:07:17, ",3,197,183,6
"16/03/2022, 23:07:18, ",5,18,23,45
"16/03/2022, 23:07:18, ",12,22,118,24
"16/03/2022, 23:07:18, ",11,230,108,48
"16/03/2022, 23:07:18, ",49,100,97,40
"16/03/2022, 23:07:19, ",12,57,144,10
"16/03/2022, 23:07:19, ",1,175,105,18
"16/03/2022, 23:07:19, ",31,154,172,17
"16/03/2022, 23:07:19, ",31,228,24,39
"16/03/2022, 23:07:20, ",23,152,16,27
"16/03/2022, 23:07:20, ",14,50,129,33
"16/03/2022, 23:07:20, ",9,88,151,0
"16/03/2022, 23:07:20, ",11,250,191,30
"16/03/2022, 23:07:21, ",29,94,167,24
"16/03/2022, 23:07:21, ",47,27,104,20
"16/03/2022, 23:07:21, ",20,27,191,11
"16/03/2022, 23:07:21, ",6,30,64,44
"16/03/2022, 23:07:22, ",23,12,81,27
"16/03/2022, 23:07:22, ",20,140,122,1
"16/03/2022, 23:07:22, ",31,29,14,27
"16/03/2022, 23:07:22, ",22,142,101,19
"16/03/2022, 23:07:23, ",8,212,47,25
"16/03/2022, 23:07:23, ",3,156,127,22
"16/03/2022, 23:07:23, ",7,102,149,46
"16/03/2022, 23:07:23, ",18,85,63,35
"16/03/2022, 23:07:24, ",36,201,68,10
"16/03/2022, 23:07:24, ",14,165,106,24
"16/03/2022, 23:07:24, ",21,14,172,15
"16/03/2022, 23:07:24, ",10,213,133,20
"16/03/2022, 23:07:25, ",42,245,14,25
"16/03/2022, 23:07:25, ",29,115,45,41
"16/03/2022, 23:07:25, ",33,176,158,35
"16/03/2022, 23:07:25, ",18,119,73,10
"16/03/2022, 23:07:26, ",12,216,37,30
"16/03/2022, 23:07:26, ",3,101,64,1
"16/03/2022, 23:07:26, ",39,209,169,20
"16/03/2022, 23:07:26, ",24,68,190,40
"16/03/2022, 23:07:27, ",17,38,148,12
"16/03/2022, 23:07:27, ",24,96,190,10
"16/03/2022, 23:07:27, ",44,94,7,33
"16/03/2022, 23:07:27, ",41,227,149,36
"16/03/2022, 23:07:28, ",15,183,188,15
"16/03/2022, 23:07:28, ",32,139,78,14
"16/03/2022, 23:07:28, ",20,47,194,29
"16/03/2022, 23:07:28, ",26,238,158,13
"16/03/2022, 23:07:29, ",44,128,51,23
"16/03/2022, 23:07:29, ",27,154,64,39
"16/03/2022, 23:07:29, ",33,136,175,8
"16/03/2022, 23:07:29, ",4,198,72,37
"16/03/2022, 23:07:30, ",29,0,33,28
"16/03/2022, 23:07:30, ",33,234,86,4
"16/03/2022, 23:07:30, ",38,246,7,31
"16/03/2022, 23:07:30, ",10,136,73,5
"16/03/2022, 23:07:31, ",37,63,20,25
"16/03/2022, 23:07:31, ",10,73,57,23
"16/03/2022, 23:07:31, ",9,216,76,21
"16/03/2022, 23:07:31, ",19,151,161,34
"16/03/2022, 23:07:32, ",35,186,190,4
"16/03/2022, 23:07:32, ",19,208,164,48
"16/03/2022, 23:07:32, ",36,58,17,8
"16/03/2022, 23:07:32, ",11,210,136,2
"16/03/2022, 23:07:33, ",13,157,112,12
"16/03/2022, 23:07:33, ",29,178,83,31
"16/03/2022, 23:07:33, ",10,37,104,9
"16/03/2022, 23:07:33, ",44,195,70,32
"16/03/2022, 23:07:34, ",15,224,81,48
"16/03/2022, 23:07:34, ",8,95,164,10
"16/03/2022, 23:07:34, ",43,185,178,8
"16/03/2022, 23:07:34, ",25,222,47,44
"16/03/2022, 23:07:35, ",11,82,102,14
"16/03/2022, 23:07:35, ",21,111,50,32
"16/03/2022, 23:07:35, ",10,225,83,3
"16/03/2022, 23:07:35, ",0,32,19,31
"16/03/2022, 23:07:36, ",45,117,143,38
"16/03/2022, 23:07:36, ",11,250,117,27
"16/03/2022, 23:07:36, ",40,164,78,37
"16/03/2022, 23:07:36, ",29,246,50,10
"16/03/2022, 23:07:37, ",24,211,196,40
"16/03/2022, 23:07:37, ",10,75,83,24
"16/03/2022, 23:07:37, ",32,87,73,38
"16/03/2022, 23:07:37, ",11,242,164,8
"16/03/2022, 23:07:38, ",17,243,30,7
"16/03/2022, 23:07:38, ",14,217,79,9
"16/03/2022, 23:07:38, ",34,167,125,15
"16/03/2022, 23:07:38, ",34,130,23,45
"16/03/2022, 23:07:39, ",27,38,153,50
"16/03/2022, 23:07:39, ",45,74,166,30
"16/03/2022, 23:07:39, ",25,247,108,16
"16/03/2022, 23:07:39, ",37,88,23,32
"16/03/2022, 23:07:40, ",45,142,30,7
"16/03/2022, 23:07:40, ",48,34,130,23
"16/03/2022, 23:07:40, ",45,237,174,36
"16/03/2022, 23:07:40, ",17,50,197,37
"16/03/2022, 23:07:41, ",35,122,132,14
"16/03/2022, 23:07:41, ",28,200,26,44
"16/03/2022, 23:07:41, ",44,120,13,44
"16/03/2022, 23:07:41, ",18,16,155,5
"16/03/2022, 23:07:42, ",35,10,200,3
"16/03/2022, 23:07:42, ",32,218,191,23
"16/03/2022, 23:07:42, ",49,86,18,40
"16/03/2022, 23:07:42, ",48,115,109,36
"16/03/2022, 23:07:43, ",46,89,54,21
"16/03/2022, 23:07:43, ",47,154,84,49
"16/03/2022, 23:07:43, ",47,70,16,23
"16/03/2022, 23:07:43, ",2,191,15,12
"16/03/2022, 23:07:44, ",20,32,80,18
"16/03/2022, 23:07:44, ",31,159,48,47
"16/03/2022, 23:07:44, ",27,159,98,48
"16/03/2022, 23:07:44, ",20,118,73,38
"16/03/2022, 23:07:45, ",32,108,190,30
"16/03/2022, 23:07:45, ",31,56,93,1
"16/03/2022, 23:07:45, ",18,79,168,36
"16/03/2022, 23:07:45, ",49,56,143,29
"16/03/2022, 23:07:46, ",6,207,110,33
"16/03/2022, 23:07:46, ",48,58,87,4
